12,Preboard-2,Mass Media-01,80
12,Preboard-2,Mass Media-02,20
12,Preboard-2,English-01,80
12,Preboard-2,English-02,20
12,Preboard-2,Biology-01,70
12,Preboard-2,Biology-02,30
12,Preboard-2,Buisness Studies-01,80
12,Preboard-2,Buisness Studies-02,20
12,Preboard-2,Applied Maths-01,80
12,Preboard-2,Applied Maths-02,20
12,Preboard-2,History-01,80
12,Preboard-2,History-02,20
12,Preboard-2,Accountancy-01,80
12,Preboard-2,Accountancy-02,20
12,Preboard-2,Psychology-01,80
12,Preboard-2,Psychology-02,20
